"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"10-CC-346","AFICOEX, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",02/05/91
"10-CC-492","AMBULANCIAS NUESTRA SEÑORA VIRGEN DEL PUERTO, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",25/03/96
"EXT-864","CÁRNICAS PLASENCIA, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",11/01/01
"10-CC-594","CARPINTERÍA Y EBANISTERÍA SAN FULGENCIO SOCIEDAD COOPERATIVA LIMITADA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",20/10/87
"EXT-802","COAMBEX, SOCIEDAD COOPERATIVA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",08/01/09
"SMT-678","COAVEX, SOCIEDAD COOPERATIVA LIMITADA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",04/11/83
"EXT-226","COLEGIO SAN JOSÉ DE PLASENCIA, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",30/10/95
"EXT-969","COMISA, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Servicios",20/04/94
"CC-168","CONFECCIONES ALTA EXTREMADURA, S. COOP. LTDA.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",19/03/86
"6884","COOPERATIVA DE CONSUMO SAN JOSÉ","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Consumidores y Usuarios",20/10/55
"14842","COOPERATIVA DE LA VIVIENDA VIRGEN DEL PUERTO","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Viviendas",06/07/67
"17702","COOPERATIVA DE VIVIENDAS NUESTRA SEÑORA DE LA SALUD","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Viviendas",16/03/70
"16455","COOPERATIVA INDUSTRIAL PLACENTINA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",31/01/69
"24789","COOPERATIVA TEXTIL DEL JERTE, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",21/02/79
"EXT-794","COPI PARK, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",14/10/98
"10-CC-337","DIVA S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",29/01/91
"EXT-567","ECOTAHONA DEL AMBROZ, S. COOP. ESPECIAL","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",07/06/07
"CC-127","EL RINCON, S. COOP. LTDA.","CACERES","PLASENCIA","10600","Sociedades Cooperativas Agroalimentarias",27/02/85
"10-CC-270","ELECTROSERVICIOS, S. COOP. LTDA.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",16/06/89
"CC-045","HECA, S. COOP. LTDA.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",30/11/81
"EXT-1101","INVESTIGACIONES AGRARIAS EXTREMEÑAS SOCIEDAD COOPERATIVA AGRARIA (INAGEX)","CACERES","PLASENCIA","10600","Sociedades Cooperativas Agroalimentarias",12/05/16
"EXT-393","LOS ARCOS DE PLASENCIA S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",22/02/82
"10-CC-305","MUEBLES BENAVENTE, S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",30/03/90
"CC-093","PLASENCIA TEXTIL, S. COOP. LTDA.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",21/09/83
"EXT-1084","RED CALEA, S. COOP. ESPECIAL","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",27/10/15
"10-CC-572","ROMA SOCIEDAD COOPERATIVA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",11/09/01
"10-CC-481","S. COOP. ALICATADORES Y SOLADORES VIRGEN DEL PUERTO","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",31/10/95
"EXT-1126","SAMARIA SOCIEDAD COOPERATIVA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",31/05/01
"EXT-514","SEDIACO SOCIEDAD COOPERATIVA LIMITADA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Servicios",28/03/89
"23182","SOCIEDAD COOPERATIVA DE VIVIENDAS LABORAL PLACENTINA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Viviendas",04/10/77
"23927","SOCIEDAD COOPERATIVA DE VIVIENDAS LAS TORRES","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Viviendas",12/06/78
"EXT-743","SOCIEDAD COOPERATIVA EXTREMEÑA DE AUTOCARES COEXCAR S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Transportistas",22/09/97
"10-CC-611","SOCIEDAD COOPERATIVA INDUSTRIAL AUTOESCUELA PLACENTINA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",24/07/70
"EXT-709","SOCIEDAD COOPERATIVA LIMITADA DE ENSEÑANZA SAN CALIXTO","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Enseñanza",18/04/84
"CC-150","SOCIEDAD COOPERATIVA LIMITADA RIO JERTE","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Viviendas",25/10/85
"EXT-958","SOCIEDAD COOPERATIVA TABACUP","CACERES","PLASENCIA","10600","Sociedades Cooperativas Agroalimentarias",22/04/97
"EXT-1060","SOCIEDAD COOPERATIVA VENAMBU","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",08/01/15
"EXT-050","TABACO DE CÁCERES, SOCIEDAD COOPERATIVA","CACERES","PLASENCIA","10600","Sociedades Cooperativas Agroalimentarias",21/10/88
"SMT-851","UNAEX, UNION ASESORA EXTREMEÑA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Trabajo Asociado",26/08/85
"EXT-136","VIVIR EN EXTREMADURA S. COOP.","CACERES","PLASENCIA","10600","Sociedades Cooperativas de Viviendas",20/01/06
"10-CC-308","COOPERATIVA TEXTIL NUESTRA SEÑORA DEL CARMEN S. COOP.","CACERES","PLASENZUELA","10271","Sociedades Cooperativas de Trabajo Asociado",23/11/76
"10-CC-365","REDES DE TELEFONIA EXTREMEÑAS, SOCIEDAD COOPERATIVA","CACERES","PLASENZUELA","10271","Sociedades Cooperativas de Trabajo Asociado",28/10/91
"21157","SOCIEDAD COOPERATIVA NUESTRA SRA. DE LA ASUNCIÓN","CACERES","PLASENZUELA","10271","Sociedades Cooperativas Agroalimentarias",16/09/75
"EXT-268","SOCIEDAD COOPERATIVA LIMITADA SAN ANTONIO DE POZUELO DE ZARZÓN","CACERES","POZUELO DE ZARZON","10813","Sociedades Cooperativas Agroalimentarias",20/02/85
"EXT-760","VIRGEN DE LA ENCINA DE POZUELO DE ZARZON S. COOP.","CACERES","POZUELO DE ZARZON","10813","Sociedades Cooperativas Agroalimentarias",06/04/83
"EXT-1007","SOCIEDAD COOPERATIVA SAN ISIDRO","CACERES","PRADOCHANO","10671","Sociedades Cooperativas Agroalimentarias",15/12/78
"EXT-723","COOPERATIVA DEL CAMPO SAN PEDRO DE ALCÁNTARA","CACERES","PUEBLONUEVO DE MIRAMONTES","10318","Sociedades Cooperativas Agroalimentarias",30/09/64
"22482","SOCIEDAD COOPERATIVA SAN MARCOS","CACERES","PUERTO DE SANTA CRUZ","10261","Sociedades Cooperativas Agroalimentarias",18/02/77
"EXT-475","SANTA CATALINA S. COOP.","CACERES","REBOLLAR","10617","Sociedades Cooperativas Agroalimentarias",25/10/61
"EXT-386","CONSULTEX, S. COOP.","CACERES","RINCON DEL OBISPO","10811","Sociedades Cooperativas de Trabajo Asociado",16/05/05
"13060","COOPERATIVA DEL CAMPO SAN JOSE OBRERO","CACERES","RINCON DEL OBISPO","10811","Sociedades Cooperativas Agroalimentarias",13/12/65
"EXT-768","PULIMENTOS DEL ALAGON, SOCIEDAD COOPERATIVA DE TRABAJO ASOCIADO","CACERES","RINCON DEL OBISPO","10811","Sociedades Cooperativas de Trabajo Asociado",11/07/03
"EXT-294","SOCIEDAD COOPERATIVA LIMITADA NUESTRA SEÑORA VIRGEN DE ARGAMASA","CACERES","RIOLOBOS","10693","Sociedades Cooperativas Agroalimentarias",04/07/80
"EXT-603","UNION DE AGRICULTORES DE RIOLOBOS, S. COOP.","CACERES","RIOLOBOS","10693","Sociedades Cooperativas Agroalimentarias",27/05/94
"10-CC-626","SOCIEDAD COOPERATIVA DEL CAMPO SAN PEDRO","CACERES","ROBLEDILLO DE TRUJILLO","10261","Sociedades Cooperativas Agroalimentarias",10/07/76
"EXT-479","SAN BLAS DE ROBLEDOLLANO, S. COOP. LTDA.","CACERES","ROBLEDOLLANO","10371","Sociedades Cooperativas Agroalimentarias",25/06/85
"EXT-037","HORTICOEX, S. COOP.","CACERES","ROSALEJO","10391","Segundo Grado",28/06/00
"EXT-312","ROSACOL, SOCIEDAD COOPERATIVA AGRARIA","CACERES","ROSALEJO","10391","Sociedades Cooperativas Agroalimentarias",31/07/06
"10-CC-022","SOCIEDAD COOPERATIVA LIMITADA EL ROSAL DE ROSALEJO","CACERES","ROSALEJO","10391","Sociedades Cooperativas Agroalimentarias",02/07/73
"SMT-1448","TABACOEX, SOCIEDAD COOPERATIVA LIMITADA DE SEGUNDO GRADO (TABACOEX)","CACERES","ROSALEJO","10391","Segundo Grado",11/02/92
"EXT-655","TABARROSA S. COOP.","CACERES","ROSALEJO","10391","Sociedades Cooperativas Agroalimentarias",16/06/97
"CC-068","CARBONES SALORINO, S. COOP. LTDA.","CACERES","SALORINO","10570","Sociedades Cooperativas de Trabajo Asociado",20/04/82
"CC-182","SOCIEDAD COOPERATIVA LIMITADA COCASAL","CACERES","SALORINO","10570","Sociedades Cooperativas de Trabajo Asociado",25/06/86
"EXT-856","SOCIEDAD COOPERATIVA DE TRABAJO ASOCIADO EL VERMEJAL","CACERES","SALVATIERRA DE SANTIAGO","10189","Sociedades Cooperativas de Trabajo Asociado",16/09/88
"CC-190","SOCIEDAD COOPERATIVA LIMITADA TEXTIL SALVATERREÑA","CACERES","SALVATIERRA DE SANTIAGO","10189","Sociedades Cooperativas de Trabajo Asociado",21/10/86
"EXT-667","SOCIEDAD COOPERATIVA SAN GIL","CACERES","SAN GIL","10690","Sociedades Cooperativas Agroalimentarias",02/03/76
"EXT-792","S. COOP. DEL CAMPO SAN MARTIN Y SAN ISIDRO","CACERES","SAN MARTIN DE TREVEJO","10892","Sociedades Cooperativas Agroalimentarias",31/03/54
"EXT-328","COOPERATIVA DEL CAMPO LA SANTA CRUZ S. COOP.","CACERES","SANTA CRUZ DE PANIAGUA","10661","Sociedades Cooperativas Agroalimentarias",29/10/66
"EXT-672","SOCIEDAD COOPERATIVA LA PILARICA","CACERES","SANTA MARIA DE LAS LOMAS","10318","Sociedades Cooperativas Agroalimentarias",21/05/66
"12125","COOPERATIVA ARTESANA SANTA MARTA","CACERES","SANTA MARTA DE MAGASCA","10198","Sociedades Cooperativas de Trabajo Asociado",26/12/64
"19147","SOCIEDAD COOPERATIVA DEL CAMPO SANTIAGO APOSTOL","CACERES","SANTIAGO DEL CAMPO","10191","Sociedades Cooperativas Agroalimentarias",29/08/72
"EXT-326","SAN JUAN BAUTISTA, S. COOP. LTDA.","CACERES","SANTIBAÑEZ EL ALTO","10859","Sociedades Cooperativas Agroalimentarias",13/02/70
"EXT-786","SANTO CRISTO DE LA PAZ DE SANTIBAÑEZ EL BAJO, S. COOP.","CACERES","SANTIBAÑEZ EL BAJO","10666","Sociedades Cooperativas Agroalimentarias",20/09/88
"EXT-327","SOCIEDAD COOPERATIVA SANTIAGO","CACERES","SANTIBAÑEZ EL BAJO","10666","Sociedades Cooperativas Agroalimentarias",26/12/67
"CC-216","AGROVAL, S. COOP.","CACERES","SAUCEDILLA","10390","Sociedades Cooperativas Agroalimentarias",02/03/88
"EXT-994","SOCIEDAD COOPERATIVA LIMITADA RIEGOS DE VALDECAÑAS","CACERES","SAUCEDILLA","10390","Sociedades Cooperativas Agroalimentarias",04/10/85
"EXT-1067","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE MONFRAGÜE","CACERES","SERRADILLA","10530","Sociedades Cooperativas Agroalimentarias",13/01/95
"3838","SOCIEDAD COOPERATIVA SANTÍSIMO CRISTO DE LA VICTORIA","CACERES","SERRADILLA","10530","Sociedades Cooperativas Agroalimentarias",21/11/47
"10-CC-408","S. COOP. SERREJÓN-VIRGEN DE LA OLIVA","CACERES","SERREJON","10528","Sociedades Cooperativas Agroalimentarias",15/12/92
"14091","SOCIEDAD COOPERATIVA DEL CAMPO Y CAJA RURAL SAN ILDEFONSO","CACERES","SERREJON","10528","Sociedades Cooperativas Agroalimentarias",14/12/66
"EXT-329","SOCIEDAD COOPERATIVA LA BIENVENIDA","CACERES","TALAVERUELA DE LA VERA","10491","Sociedades Cooperativas Agroalimentarias",05/08/77
"EXT-626","ARALAVE, S. COOP.","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",10/01/06
"13727","COOPERATIVA AGROPECUARIA Y CAJA RURAL SAN MARTÍN","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",13/08/66
"EXT-125","SOCIEDAD COOPERATIVA LIMITADA AGRARIA EL BEREZAL","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",30/03/89
"EXT-126","SOCIEDAD COOPERATIVA LIMITADA AGRARIA HUERTOS","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",30/03/89
"EXT-127","SOCIEDAD COOPERATIVA LIMITADA AGRARIA ROSALEJO","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",30/03/89
"EXT-124","SOCIEDAD COOPERATIVA LIMITADA AGRARIA TIÉTAR","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",30/03/89
"EXT-123","SOCIEDAD COOPERATIVA LIMITADA AGRARIA VERA ALTA","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",30/03/89
"EXT-128","SOCIEDAD COOPERATIVA TABAQUERA COMUNITARIA","CACERES","TALAYUELA","10310","Segundo Grado",16/07/90
"EXT-119","SOCIEDAD COOPERATIVA TABAQUERA LA UNIÓN","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",03/09/91
"10-CC-429","TABACOS DE CUATERNOS, S. COOP. LTDA.","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",21/05/93
"EXT-1119","VENTA AMBULANTE TALAYUELA, S. COOP.","CACERES","TALAYUELA","10310","Sociedades Cooperativas de Trabajo Asociado",23/08/16
"10-CC-257","VIZCAINO BAYÓN, S. COOP.","CACERES","TALAYUELA","10310","Sociedades Cooperativas Agroalimentarias",24/04/89
"22995","SOCIEDAD COOPERATIVA SAN MIGUEL","CACERES","TEJEDA DE TIETAR","10420","Sociedades Cooperativas Agroalimentarias",06/05/75
"12438","SANTÍSIMA SEÑORA DE GUADALUPE, SOCIEDAD COOPERATIVA","CACERES","TIETAR","10319","Sociedades Cooperativas Agroalimentarias",30/04/65
"EXT-911","SOCIEDAD COOPERATIVA LIMITADA MIRABEL","CACERES","TORIL","10520","Sociedades Cooperativas Agroalimentarias",26/07/84
"EXT-121","FRUTICOLA RIO JERTE SOCIEDAD COOPERATIVA LIMITADA","CACERES","TORNAVACAS","10611","Segundo Grado",24/04/89
"EXT-776","FRUTICOLA TORNAVAQUEÑA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","TORNAVACAS","10611","Sociedades Cooperativas Agroalimentarias",13/09/88
"EXT-775","SOCIEDAD COOPERATIVA TORNAVALLE","CACERES","TORNAVACAS","10611","Sociedades Cooperativas Agroalimentarias",04/03/02
"EXT-064","SOCIEDAD COOPERATIVA SAN LUCAS DE EL TORNO","CACERES","TORNO (EL)","10617","Sociedades Cooperativas Agroalimentarias",16/10/59
"17453","COOPERATIVA LOCAL DEL CAMPO VIRGEN DE BIENVENIDA","CACERES","TORRE DE DON MIGUEL","10864","Sociedades Cooperativas Agroalimentarias",15/12/69
"EXT-332","LA TORREÑA, S. COOP. LTDA.","CACERES","TORRE DE DON MIGUEL","10864","Sociedades Cooperativas Agroalimentarias",11/03/86
"10-CC-349","PALINSA SOCIEDAD COOPERATIVA","CACERES","TORRE DE DON MIGUEL","10864","Sociedades Cooperativas de Trabajo Asociado",24/05/91
"EXT-665","SIERRA MIEL, S. COOP.","CACERES","TORRECILLA DE LOS ANGELES","10869","Sociedades Cooperativas Agroalimentarias",27/01/95
"22482","SOCIEDAD COOPERATIVA SAN MARCOS","CACERES","TORRECILLA DE LOS ANGELES","10869","Sociedades Cooperativas Agroalimentarias",11/08/69
"10-CC-545","VIRGEN DE LA GUINDA SOCIEDAD COOPERATIVA","CACERES","TORRECILLA DE LOS ANGELES","10869","Sociedades Cooperativas de Trabajo Asociado",11/01/00
"22214","SOCIEDAD COOPERATIVA SANTA CATALINA","CACERES","TORRECILLAS DE LA TIESA","10252","Sociedades Cooperativas de Consumidores y Usuarios",25/09/79
"19461","SOCIEDAD COOPERATIVA DEL CAMPO SAN MIGUEL","CACERES","TORREJON EL RUBIO","10694","Sociedades Cooperativas Agroalimentarias",19/02/73
"EXT-231","SOCIEDAD COOPERATIVA LA INMACULADA","CACERES","TORREJONCILLO","10830","Sociedades Cooperativas Agroalimentarias",29/05/56
"EXT-1219","AGROECOLÓGICA DE MONTAÑA, SOCIEDAD COOPERATIVA","CACERES","TORREMENGA","10413","Sociedades Cooperativas Agroalimentarias",29/07/19
"20384","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE TORREALBA","CACERES","TORREMOCHA","10184","Sociedades Cooperativas Agroalimentarias",27/06/74
"EXT-061","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE LA SOLEDAD","CACERES","TORREORGAZ","10182","Sociedades Cooperativas de Consumidores y Usuarios",26/05/78
"EXT-107","SOCIEDAD COOPERATIVA SAN ISIDRO LABRADOR","CACERES","TORREORGAZ","10182","Sociedades Cooperativas Agroalimentarias",04/10/73
"10-CC-556","SOCIEDAD COOPERATIVA DE GANADEROS DE TORREQUEMADA","CACERES","TORREQUEMADA","10183","Sociedades Cooperativas Agroalimentarias",25/09/00
"CC-056","ARTESANIA DE LA MADERA, S. COOP. LTDA.","CACERES","TRUJILLO","10200","Sociedades Cooperativas de Trabajo Asociado",24/02/82
"10-CC-366","CARPINTERÍA Y RESTAURACIÓN SOCIEDAD COOPERATIVA","CACERES","TRUJILLO","10200","Sociedades Cooperativas de Trabajo Asociado",19/11/91
"EXT-052","COPRECA, S. COOP.","CACERES","TRUJILLO","10200","Sociedades Cooperativas Agroalimentarias",31/07/02
"EXT-808","MARÍA DE LA PAZ ORELLANA, S. COOP.","CACERES","TRUJILLO","10200","Sociedades Cooperativas de Enseñanza",28/09/89
"20559","SOCIEDAD COOPERATIVA AGROPECUARIA DE TRUJILLO, SOCOPA","CACERES","TRUJILLO","10200","Sociedades Cooperativas Agroalimentarias",02/10/74
"EXT-632","SOCIEDAD COOPERATIVA INDUSTRIAL DE CARPINTEROS SAN JOSÉ","CACERES","TRUJILLO","10200","Sociedades Cooperativas de Trabajo Asociado",23/09/70
"CC-025","SOCIEDAD COOPERATIVA LIMITADA ARTESANA SANTIAGO APOSTOL DE TRUJILLO","CACERES","TRUJILLO","10200","Sociedades Cooperativas de Trabajo Asociado",05/12/80
"CC-201","TRUJILLANA DE FONTANERIA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","TRUJILLO","10200","Sociedades Cooperativas de Trabajo Asociado",06/03/87
"EXT-221","UNION DE LOS BERROCALES, S. COOP.","CACERES","TRUJILLO","10200","Sociedades Cooperativas de Trabajo Asociado",01/04/02
"EXT-063","AGRUPACIÓN DE COOPERATIVAS VALLE DEL JERTE, S. COOP.","CACERES","VALDASTILLAS","10614","Sociedades Cooperativas Agroalimentarias",19/02/86
"EXT-711","FRUCAVAL S. COOP.","CACERES","VALDASTILLAS","10614","Sociedades Cooperativas Agroalimentarias",28/03/03
"EXT-193","SANTA LUCIA DE VALDASTILLAS, S. COOP.","CACERES","VALDASTILLAS","10614","Sociedades Cooperativas Agroalimentarias",25/10/61
"10-CC-528","MILANILLO, S. COOP.","CACERES","VALDECAÑAS DE TAJO","10329","Sociedades Cooperativas de Trabajo Asociado",23/04/99
"21580","SOCIEDAD COOPERATIVA SAN AGUSTÍN","CACERES","VALDEFUENTES","10180","Sociedades Cooperativas Agroalimentarias",29/03/76
"10-CC-314","SOCIEDAD COOPERATIVA SAN JOSÉ DE VALDEIÑIGOS","CACERES","VALDEIÑIGOS","10697","Sociedades Cooperativas Agroalimentarias",13/08/66
"CC-206","EL REMOLINO, S. COOP. LTDA.","CACERES","VALDELACASA DE TAJO","10332","Sociedades Cooperativas Agroalimentarias",08/04/87
"EXT-422","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DEL ROSARIO","CACERES","VALDEMORALES","10131","Sociedades Cooperativas Agroalimentarias",17/07/70
"EXT-940","SOCIEDAD COOPERATIVA LIMITADA LA MANADA","CACERES","VALDERROSAS","10671","Sociedades Cooperativas Agroalimentarias",12/09/86
"25043","AGRUPACIÓN GANADERA INTERCOMARCAL DE COOPERATIVAS, S. COOP. A.G.I.C.O.","CACERES","VALDESALOR","10164","Segundo Grado",25/09/79
"EXT-858","SOCIEDAD COOPERATIVA SAN PABLO","CACERES","VALDESALOR","10164","Sociedades Cooperativas Agroalimentarias",28/06/74
"EXT-415","ALCANTARINA DE AMBULANCIAS, S. COOP.","CACERES","VALENCIA DE ALCANTARA","10500","Sociedades Cooperativas de Trabajo Asociado",03/11/92
"EXT-797","CÁRNICAS FRAGALLA S. COOP.","CACERES","VALENCIA DE ALCANTARA","10500","Sociedades Cooperativas de Trabajo Asociado",16/02/93
"7090","COOPERATIVA DEL CAMPO SAN ANDRÉS","CACERES","VALENCIA DE ALCANTARA","10500","Sociedades Cooperativas Agroalimentarias",26/05/56
"10-CC-657","SOCIEDAD COOPERATIVA SAN FRANCISCO JAVIER","CACERES","VALRIO","10811","Sociedades Cooperativas Agroalimentarias",09/06/75
"3457","COOPERATIVA Y CAJA RURAL DE SAN ANTONIO","CACERES","VALVERDE DEL FRESNO","10890","Sociedades Cooperativas Agroalimentarias",27/05/47
"EXT-330","SOCIEDAD COOPERATIVA SAN DÁMASO","CACERES","VALVERDE DEL FRESNO","10890","Sociedades Cooperativas Agroalimentarias",11/06/56
"10-CC-275","ENTREARROYOS COOPERATIVA EXTREMEÑA, S. COOP.","CACERES","VEGAVIANA","10848","Sociedades Cooperativas de Trabajo Asociado",23/08/89
"EXT-756","SOCIEDAD COOPERATIVA DEL CAMPO VIRGEN DE FATIMA","CACERES","VEGAVIANA","10848","Sociedades Cooperativas Agroalimentarias",28/01/66
"CC-217","SOCIEDAD COOPERATIVA LA VIANDAREÑA","CACERES","VIANDAR DE LA VERA","10429","Sociedades Cooperativas Agroalimentarias",07/03/88
"10-CC-282","SOCIEDAD COOPERATIVA LA MODA","CACERES","VILLA DEL CAMPO","10814","Sociedades Cooperativas de Trabajo Asociado",13/10/89
"EXT-333","SOCIEDAD COOPERATIVA LIMITADA SAN BARTOLOME DE VILLA DEL CAMPO","CACERES","VILLA DEL CAMPO","10814","Sociedades Cooperativas Agroalimentarias",06/10/83
"23243","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE LOS ÁNGELES","CACERES","VILLA DEL CAMPO","10814","Sociedades Cooperativas de Trabajo Asociado",01/12/77
"15542","COOPERATIVA INDUSTRIAL SAN JOSE OBRERO","CACERES","VILLAMESIAS","10263","Sociedades Cooperativas de Trabajo Asociado",26/02/68
"EXT-331","COOPERATIVA DEL CAMPO VIRGEN DE LA PIEDAD","CACERES","VILLAMIEL","10893","Sociedades Cooperativas Agroalimentarias",26/07/85
"11653","SOCIEDAD COOPERATIVA AGROPECUARIA","CACERES","VILLAMIEL","10893","Sociedades Cooperativas Agroalimentarias",23/06/64
"EXT-710","SOCIEDAD COOPERATIVA DEL CAMPO DIOS PADRE","CACERES","VILLANUEVA DE LA SIERRA","10812","Sociedades Cooperativas Agroalimentarias",25/06/64
"EXT-957","LA MANDOLINA CONSERVAS ECOLÓGICAS S. COOP. ESPECIAL","CACERES","VILLANUEVA DE LA VERA","10470","Sociedades Cooperativas de Trabajo Asociado",19/06/12
"CC-092","LA VEGA, S. COOP. LTDA.","CACERES","VILLANUEVA DE LA VERA","10470","Sociedades Cooperativas de Viviendas",26/07/83
"EXT-505","S. COOP. LTDA. TRAVECO","CACERES","VILLANUEVA DE LA VERA","10470","Sociedades Cooperativas de Trabajo Asociado",06/09/84
"EXT-663","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO GUALTAMINOS","CACERES","VILLANUEVA DE LA VERA","10470","Sociedades Cooperativas Agroalimentarias",21/10/86
"CC-077","SOCIEDAD COOPERATIVA LIMITADA SANTA ANA DE VILLANUEVA DE LA VERA","CACERES","VILLANUEVA DE LA VERA","10470","Sociedades Cooperativas Agroalimentarias",01/10/82
"EXT-1231","CONSTRUCCIONES VIRGEN DE BURGUILLA SOCIEDAD COOPERATIVA LIMITADA","CACERES","VILLAR DEL PEDROSO","10330","Sociedades Cooperativas de Trabajo Asociado",10/09/99
"EXT-944","SOCIEDAD COOPERATIVA LIMITADA EL PEDROSO","CACERES","VILLAR DEL PEDROSO","10330","Sociedades Cooperativas Agroalimentarias",05/02/82
"10-CC-289","CHAMPIDEX VILLASBUENAS DE GATA, S. COOP.","CACERES","VILLASBUENAS DE GATA","10858","Sociedades Cooperativas de Trabajo Asociado",19/10/89
